id,contentdm_id,local_id,permanent_url,creator,date,description,extent,format,issue_number,language,rights,series,spatial,subject,title,type,volume
b78ec3a2-05de-485f-8fb1-2e95bbe234cd,p15957coll13/id/70049,dchnp71001,https://idn.duke.edu/ark:/87924/r4vq2zk8w,"Chronicle (Durham, N.C.)",1905-12-19,,4 pages,newspapers|periodicals,1,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 1 (Tuesday, December 19, 1905)",Text,1
eb869659-6b8b-4f4d-90eb-99df8a7477b3,p15957coll13/id/70054,dchnp71002,https://idn.duke.edu/ark:/87924/r4td9tw33,"Chronicle (Durham, N.C.)",1906-01-09,"Mislabeled as January 9, 1905 when it should be January 9, 1906",4 pages,newspapers|periodicals,2,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 2 (Tuesday, January 9, 1906)",Text,1
ea46c204-bfe3-4fb7-8c8e-2c18d8a72f6d,p15957coll13/id/70057,dchnp71003,https://idn.duke.edu/ark:/87924/r48917g5m,"Chronicle (Durham, N.C.)",1906-01-16,,2 pages,newspapers|periodicals,3,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 3 (Tuesday, January 16, 1906)",Text,1
08ce5af3-9334-493c-ad54-9b4fe9f18e86,p15957coll13/id/70064,dchnp71004,https://idn.duke.edu/ark:/87924/r40z76700,"Chronicle (Durham, N.C.)",1906-01-23,,6 pages,newspapers|periodicals,4,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 4 (Tuesday, January 23, 1906)",Text,1
7320f16e-a228-4ca8-ba7d-fe69da08d4d6,p15957coll13/id/70069,dchnp71005,https://idn.duke.edu/ark:/87924/r4bz66s4t,"Chronicle (Durham, N.C.)",1906-01-30,,4 pages,newspapers|periodicals,5,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 5 (Tuesday, January 30, 1906)",Text,1
9d81928a-d6e3-42b7-97ec-aa821dd51ea4,p15957coll13/id/70074,dchnp71006,https://idn.duke.edu/ark:/87924/r4p26wm3h,"Chronicle (Durham, N.C.)",1906-02-06,,4 pages,newspapers|periodicals,6,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 6 (Tuesday, February 6, 1906)",Text,1
540b9076-92b6-4919-beca-89d6ab467d6e,p15957coll13/id/70079,dchnp71007,https://idn.duke.edu/ark:/87924/r4qf8qw1x,"Chronicle (Durham, N.C.)",1906-02-13,,4 pages,newspapers|periodicals,7,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 7 (Tuesday, February 13, 1906)",Text,1
93c72530-53ad-47b0-9238-71d991f913b7,p15957coll13/id/70084,dchnp71008,https://idn.duke.edu/ark:/87924/r43t9kv1d,"Chronicle (Durham, N.C.)",1906-02-20,,4 pages,newspapers|periodicals,8,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 8 (Tuesday, February 20, 1906)",Text,1
8fb08e8a-578f-408f-95dd-d8d16a5d2cc6,p15957coll13/id/70089,dchnp71009,https://idn.duke.edu/ark:/87924/r4j102n73,"Chronicle (Durham, N.C.)",1906-02-27,,4 pages,newspapers|periodicals,9,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 9 (Tuesday, February 27, 1906)",Text,1
7160f8d7-93f0-4460-a76e-36f5f1555a31,p15957coll13/id/70094,dchnp71010,https://idn.duke.edu/ark:/87924/r4xs5r90d,"Chronicle (Durham, N.C.)",1906-03-06,,4 pages,newspapers|periodicals,10,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 10 (Tuesday, March 6, 1906)",Text,1
2b070fa9-1435-4d9e-b23d-b4173697c409,p15957coll13/id/70099,dchnp71011,https://idn.duke.edu/ark:/87924/r4z31v803,"Chronicle (Durham, N.C.)",1906-03-13,,4 pages,newspapers|periodicals,11,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 11 (Tuesday, March 13, 1906)",Text,1
68cc889d-001a-4dea-b949-7e2c3ef71c37,p15957coll13/id/70104,dchnp71012,https://idn.duke.edu/ark:/87924/r4xp72076,"Chronicle (Durham, N.C.)",1906-03-20,,4 pages,newspapers|periodicals,12,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 12 (Tuesday, March 20, 1906)",Text,1
1d4ff4e6-d7cc-4243-acb2-3d7a7a5e3575,p15957coll13/id/70109,dchnp71013,https://idn.duke.edu/ark:/87924/r4dz0835h,"Chronicle (Durham, N.C.)",1906-03-27,,4 pages,newspapers|periodicals,13,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 13 (Tuesday, March 27, 1906)",Text,1
7d4bb9d9-4c58-4994-a22a-8c0efef1a589,p15957coll13/id/70114,dchnp71014,https://idn.duke.edu/ark:/87924/r4zg6nx0t,"Chronicle (Durham, N.C.)",1906-04-03,,4 pages,newspapers|periodicals,14,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 14 (Tuesday, April 3, 1906)",Text,1
3fc10875-664a-4f2a-83a4-a9af743746b9,p15957coll13/id/70119,dchnp71015,https://idn.duke.edu/ark:/87924/r4mw2fs5g,"Chronicle (Durham, N.C.)",1906-04-10,,4 pages,newspapers|periodicals,15,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 15 (Tuesday, April 10, 1906)",Text,1
bce27f88-11f7-46e4-8969-734790e9d2b7,p15957coll13/id/70124,dchnp71016,https://idn.duke.edu/ark:/87924/r49w0fm5p,"Chronicle (Durham, N.C.)",1906-04-17,,4 pages,newspapers|periodicals,16,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 16 (Tuesday, April 17, 1906)",Text,1
31bac080-e197-479e-bc83-3a26480620b4,p15957coll13/id/70129,dchnp71017,https://idn.duke.edu/ark:/87924/r4474cj0z,"Chronicle (Durham, N.C.)",1906-04-24,,4 pages,newspapers|periodicals,17,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 17 (Tuesday, April 24, 1906)",Text,1
1155d5a8-68b7-45ce-8d68-b13ffd06aaf5,p15957coll13/id/70134,dchnp71018,https://idn.duke.edu/ark:/87924/r48c9x31r,"Chronicle (Durham, N.C.)",1906-05-01,,4 pages,newspapers|periodicals,18,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 18 (Tuesday, May 1, 1906)",Text,1
94fa4c2e-0180-49d9-8aca-0ca9f76077aa,p15957coll13/id/70139,dchnp71019,https://idn.duke.edu/ark:/87924/r4tq5xp37,"Chronicle (Durham, N.C.)",1906-05-08,,4 pages,newspapers|periodicals,19,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 19 (Tuesday, May 8, 1906)",Text,1
d845760b-4f70-452b-ac4b-27d42c7cdb1b,p15957coll13/id/70148,dchnp71020,https://idn.duke.edu/ark:/87924/r4rx98k11,"Chronicle (Durham, N.C.)",1906-05-15,,8 pages,newspapers|periodicals,20,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 1, no. 20 (Tuesday, May 15, 1906)",Text,1
77521f1c-54b9-4fb7-a292-4ddf928eaf1f,p15957coll13/id/70153,dchnp72001,https://idn.duke.edu/ark:/87924/r4pr7t58j,"Chronicle (Durham, N.C.)",1906-09-18,,4 pages,newspapers|periodicals,1,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 1 (Tuesday, September 18, 1906)",Text,2
fa5633dc-bf19-4fb7-b39d-5ac1c4714171,p15957coll13/id/70158,dchnp72002,https://idn.duke.edu/ark:/87924/r4zp42x22,"Chronicle (Durham, N.C.)",1906-09-26,,4 pages,newspapers|periodicals,2,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 2 (Wednesday, September 26, 1906)",Text,2
6a269a06-b637-40da-80ad-313f8fbd8b72,p15957coll13/id/70163,dchnp72003,https://idn.duke.edu/ark:/87924/r4rx9805b,"Chronicle (Durham, N.C.)",1906-10-03,,4 pages,newspapers|periodicals,3,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 3 (Wednesday, October 3, 1906)",Text,2
2d5c2cf7-2020-42cc-b8ef-0be1903978da,p15957coll13/id/70168,dchnp72004,https://idn.duke.edu/ark:/87924/r4d79bm19,"Chronicle (Durham, N.C.)",1906-10-10,,4 pages,newspapers|periodicals,4,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 4 (Wednesday, October 10, 1906)",Text,2
9092a32f-9f18-4db7-a29b-b8b047f3dad1,p15957coll13/id/70173,dchnp72005,https://idn.duke.edu/ark:/87924/r4ht2nt2b,"Chronicle (Durham, N.C.)",1906-10-17,,4 pages,newspapers|periodicals,5,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 5 (Wednesday, October 17, 1906)",Text,2
519fb2f6-8083-47a5-8185-fa6167df7955,p15957coll13/id/70178,dchnp72006,https://idn.duke.edu/ark:/87924/r43j3gq4s,"Chronicle (Durham, N.C.)",1906-10-24,,4 pages,newspapers|periodicals,6,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 6 (Wednesday, October 24, 1906)",Text,2
4931bb39-d215-40cd-b90c-f8fabb21e925,p15957coll13/id/70183,dchnp72007,https://idn.duke.edu/ark:/87924/r4pr7sg9n,"Chronicle (Durham, N.C.)",1906-10-31,,4 pages,newspapers|periodicals,7,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 7 (Wednesday, October 31, 1906)",Text,2
8a2d04d6-8d33-4e4c-bc5a-6a896bc5ffbc,p15957coll13/id/70188,dchnp72008,https://idn.duke.edu/ark:/87924/r4d50nt5j,"Chronicle (Durham, N.C.)",1906-11-07,,4 pages,newspapers|periodicals,8,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 8 (Wednesday, November 7, 1906)",Text,2
3c1f05fd-f1e5-4367-af0d-a07f8736b056,p15957coll13/id/70193,dchnp72009,https://idn.duke.edu/ark:/87924/r40g3nz0f,"Chronicle (Durham, N.C.)",1906-11-14,,4 pages,newspapers|periodicals,9,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 9 (Wednesday, November 14, 1906)",Text,2
f9bc8e07-0690-4512-b639-efc7bd35bab5,p15957coll13/id/70198,dchnp72010,https://idn.duke.edu/ark:/87924/r4nk3c98d,"Chronicle (Durham, N.C.)",1906-11-21,,4 pages,newspapers|periodicals,10,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 10 (Wednesday, November 21, 1906)",Text,2
7b67f4c1-11ff-4c51-892f-7706286b3b34,p15957coll13/id/70203,dchnp72011,https://idn.duke.edu/ark:/87924/r4j38rx7p,"Chronicle (Durham, N.C.)",1906-11-28,,4 pages,newspapers|periodicals,11,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 11 (Wednesday, November 28, 1906)",Text,2
fcfe057c-f666-4bcb-a1c9-dfd9ca80e4df,p15957coll13/id/70208,dchnp72012,https://idn.duke.edu/ark:/87924/r4bv7gz94,"Chronicle (Durham, N.C.)",1906-12-05,,4 pages,newspapers|periodicals,12,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 12 (Wednesday, December 5, 1906)",Text,2
4e7b99ab-ec93-46d1-bd62-336752b14f7f,p15957coll13/id/70213,dchnp72013,https://idn.duke.edu/ark:/87924/r46d5v136,"Chronicle (Durham, N.C.)",1906-12-12,,4 pages,newspapers|periodicals,13,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 13 (Wednesday, December 12, 1906)",Text,2
9bafdd5a-dff5-4d7a-bd04-cba2b25614d1,p15957coll13/id/70218,dchnp72014,https://idn.duke.edu/ark:/87924/r4f19059f,"Chronicle (Durham, N.C.)",1906-12-19,,4 pages,newspapers|periodicals,14,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 14 (Wednesday, December 19, 1906)",Text,2
c90b860e-a6aa-4f37-bcc7-2f2b2c0d7f2c,p15957coll13/id/70223,dchnp72015,https://idn.duke.edu/ark:/87924/r4v12174d,"Chronicle (Durham, N.C.)",1907-01-09,,4 pages,newspapers|periodicals,15,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 15 (Wednesday, January 9, 1907)",Text,2
0836f684-2eda-4127-9562-91813d70c793,p15957coll13/id/70228,dchnp72016,https://idn.duke.edu/ark:/87924/r44j0h33t,"Chronicle (Durham, N.C.)",1907-01-16,,4 pages,newspapers|periodicals,16,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 16 (Wednesday, January 16, 1907)",Text,2
a47bd2b1-2993-4715-959d-31988e2133a3,p15957coll13/id/70233,dchnp72017,https://idn.duke.edu/ark:/87924/r48k7bp43,"Chronicle (Durham, N.C.)",1907-01-23,,4 pages,newspapers|periodicals,17,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 17 (Wednesday, January 23, 1907)",Text,2
3c0ab20c-74fa-47c0-bc97-6abb17ac1fb5,p15957coll13/id/70238,dchnp72018,https://idn.duke.edu/ark:/87924/r4ks6pw1z,"Chronicle (Durham, N.C.)",1907-01-30,,4 pages,newspapers|periodicals,18,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 18 (Wednesday, January 30, 1907)",Text,2
07eab3a4-f362-4135-b4d9-d2028eb80113,p15957coll13/id/70243,dchnp72019,https://idn.duke.edu/ark:/87924/r4ws8pm9s,"Chronicle (Durham, N.C.)",1907-02-06,,4 pages,newspapers|periodicals,19,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 19 (Wednesday, February 6, 1907)",Text,2
956f1c45-6dc3-40ba-908d-f2cd3b5b4da1,p15957coll13/id/70248,dchnp72020,https://idn.duke.edu/ark:/87924/r4d50n79v,"Chronicle (Durham, N.C.)",1907-02-13,,4 pages,newspapers|periodicals,20,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 20 (Wednesday, February 13, 1907)",Text,2
89c031a3-1026-47a9-8f76-3b126c6f377e,p15957coll13/id/70253,dchnp72021,https://idn.duke.edu/ark:/87924/r4rj4g46d,"Chronicle (Durham, N.C.)",1907-02-20,,4 pages,newspapers|periodicals,21,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 21 (Wednesday, February 20, 1907)",Text,2
97f97aef-bd5c-4f04-8830-8b0ff685d4cd,p15957coll13/id/70258,dchnp72022,https://idn.duke.edu/ark:/87924/r4ms3rh7x,"Chronicle (Durham, N.C.)",1907-02-27,,4 pages,newspapers|periodicals,22,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 22 (Wednesday, February 27, 1907)",Text,2
a217c579-e2eb-4e96-893b-83dd5126c47c,p15957coll13/id/70263,dchnp72023,https://idn.duke.edu/ark:/87924/r4fq9w860,"Chronicle (Durham, N.C.)",1907-03-06,,4 pages,newspapers|periodicals,23,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 23 (Wednesday, March 6, 1907)",Text,2
a3f92587-ac3f-47d6-b502-8cfb9cddcb5d,p15957coll13/id/70268,dchnp72024,https://idn.duke.edu/ark:/87924/r4v69f072,"Chronicle (Durham, N.C.)",1907-03-13,,4 pages,newspapers|periodicals,24,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 24 (Wednesday, March 13, 1907)",Text,2
76c2c4f1-03ab-4c87-b913-43035a59c6fb,p15957coll13/id/70273,dchnp72025,https://idn.duke.edu/ark:/87924/r4pz56n95,"Chronicle (Durham, N.C.)",1907-03-20,,4 pages,newspapers|periodicals,25,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 25 (Wednesday, March 20, 1907)",Text,2
33b9e250-ee72-48bb-94b9-87af1064087b,p15957coll13/id/70278,dchnp72026,https://idn.duke.edu/ark:/87924/r43j3fw6k,"Chronicle (Durham, N.C.)",1907-03-27,,4 pages,newspapers|periodicals,26,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 26 (Wednesday, March 27, 1907)",Text,2
f0b6b2ad-2176-4c23-9e18-ab92eb872ede,p15957coll13/id/70283,dchnp72027,https://idn.duke.edu/ark:/87924/r42809n2n,"Chronicle (Durham, N.C.)",1907-04-03,,4 pages,newspapers|periodicals,27,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 27 (Wednesday, April 3, 1907)",Text,2
3442f07b-e18c-4992-90cc-459f736e4242,p15957coll13/id/70288,dchnp72028,https://idn.duke.edu/ark:/87924/r4dj5f29t,"Chronicle (Durham, N.C.)",1907-04-10,,4 pages,newspapers|periodicals,28,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 28 (Wednesday, April 10, 1907)",Text,2
1ed3f54b-a65a-430b-884c-c18d58ff15c7,p15957coll13/id/70293,dchnp72029,https://idn.duke.edu/ark:/87924/r40r9s519,"Chronicle (Durham, N.C.)",1907-04-17,,4 pages,newspapers|periodicals,29,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 29 (Wednesday, April 17, 1907)",Text,2
6a98c232-398f-4856-921a-8ab0606f5635,p15957coll13/id/70298,dchnp72030,https://idn.duke.edu/ark:/87924/r4ff3s768,"Chronicle (Durham, N.C.)",1907-04-24,,4 pages,newspapers|periodicals,30,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 30 (Wednesday, April 24, 1907)",Text,2
32cfb37a-cd53-410e-9587-bc901c3e6d45,p15957coll13/id/70303,dchnp72031,https://idn.duke.edu/ark:/87924/r4kp81g3d,"Chronicle (Durham, N.C.)",1907-05-01,,4 pages,newspapers|periodicals,31,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 31 (Wednesday, May 1, 1907)",Text,2
ebad34fb-b72e-4f05-a2a6-a411cef26fb7,p15957coll13/id/70308,dchnp72032,https://idn.duke.edu/ark:/87924/r4df6qt8v,"Chronicle (Durham, N.C.)",1907-05-08,,4 pages,newspapers|periodicals,32,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 32 (Wednesday, May 8, 1907)",Text,2
ce820dbc-42f7-4b9a-b4c1-1dbc2bfd3077,p15957coll13/id/70313,dchnp72033,https://idn.duke.edu/ark:/87924/r40p12n8j,"Chronicle (Durham, N.C.)",1907-05-15,,4 pages,newspapers|periodicals,33,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 33 (Wednesday, May 15, 1907)",Text,2
939d93be-573a-4974-9aeb-7c3c2239b845,p15957coll13/id/70322,dchnp72034,https://idn.duke.edu/ark:/87924/r49888g45,"Chronicle (Durham, N.C.)",1907-05-22,,8 pages,newspapers|periodicals,34-5,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 2, no. 34-5 (Wednesday, May 22, 1907)",Text,2
2595c21a-b320-43ba-9b4c-afa6a1cac0c3,p15957coll13/id/70327,dchnp73001,https://idn.duke.edu/ark:/87924/r44x5bd1h,"Chronicle (Durham, N.C.)",1907-09-18,,4 pages,newspapers|periodicals,1,eng,http://rightsstatements.org/vocab/NoC-US/1.0/,The Trinity Chronicle,North Carolina|Durham (N.C.),Duke University--Newspapers|College student newspapers and periodicals--North Carolina--Durham (N.C.),"The Trinity Chronicle, vol. 3, no. 1 (Wednesday, September 18, 1907)",Text,3
